Date,Store,Category,Amount,ExcludeWE,Description
2020-05-31,Others,Daily Expenses,-10.6,NO,Coffee
2020-05-31,Others,Daily Expenses,-14.0,NO,Coffee and muffin
2020-05-31,Others,Daily Expenses,-28.1,NO,Food sunday
2020-05-31,Coles,Daily Expenses,-69.61,NO,Weekly expenses
2020-05-31,Coles,Daily Expenses,-10.05,NO,food
2020-06-01,McDonalds,Daily Expenses,-9.65,NO,Coffee with hashbrown
2020-06-01,Mate,Utilities,-89.0,YES,internet
2020-06-03,Others,Daily Expenses,-8.7,NO,Coffee
2020-06-03,Others,Daily Expenses,-21.0,NO,Coffees with ruby
2020-06-05,Coles,Daily Expenses,-20.29,NO,bbq ffood sausages
2020-06-05,McDonalds,Daily Expenses,-6.25,NO,Daily food
2020-06-05,Gasoline,Transport,-53.1,YES,Gasoline
2020-06-05,Dan Murphy's,Alcohol,-43.19,YES,Chivas fight
2020-06-05,Coles,Daily Expenses,-5.93,NO,milk and coke
2020-06-06,Others,Daily Expenses,-6.68,NO,Fruits
2020-06-06,Coles,Daily Expenses,-106.55,NO,Weekly food
2020-06-06,Others,Daily Expenses,-12.0,NO,Coffee
2020-06-08,Others,Daily Expenses,-3.5,NO,Donut
2020-06-08,Others,Daily Expenses,-9.0,NO,Coffee
2020-06-08,CBA,Loan,-1009.0,YES,Loan repayment
2020-06-09,Others,Gift,-186.51,YES,Regalo padre
2020-06-10,McDonalds,Daily Expenses,-6.25,NO,Food
2020-06-10,Chemist,Health,-10.0,YES,Flu pills
2020-06-10,Coles,Daily Expenses,-54.06,NO,Weekly food
2020-06-12,,Salary,5988.31,,Avanade
2020-06-12,,Salary,9089.91,,Coles
2020-06-12,Others,Daily Expenses,-16.7,NO,Coffee
2020-06-12,Costco,Clothing,-10.0,YES,Happy socks
2020-06-12,Others,Daily Expenses,-4.5,NO,Coffee pipi
2020-06-12,Others,Daily Expenses,-16.0,NO,Pizza
2020-06-13,Coles,Daily Expenses,-63.44,NO,Weekly food
2020-06-13,Others,Daily Expenses,-19.0,NO,Sunday breakie
2020-06-13,eBay,Home,-54.89,YES,4k kitchen thing error price
2020-06-13,Others,Daily Expenses,-6.29,NO,Fruits
2020-06-13,ALDI,Daily Expenses,-19.79,NO,Food week
2020-06-15,Others,Daily Expenses,-4.6,NO,Coffee
2020-06-16,GU Health,Health,-313.95,YES,Insurance
2020-06-16,Others,Daily Expenses,-4.5,NO,Coffee
2020-06-16,McDonalds,Daily Expenses,-6.25,NO,Fries
2020-06-16,Amazon,Gift,-16.0,YES,Gift for mama pen
2020-06-16,Optus,Utilities,-46.61,YES,"Mobile .., ask"
2020-06-16,VicRoads,Transport,-779.8,YES,Rego kia
2020-06-17,Others,Gift,-83.0,YES,Whiskey dia padre
2020-06-17,Coles,Daily Expenses,-8.03,NO,food
2020-06-19,Optus,Utilities,-25.0,YES,Phone mama
2020-06-19,Dan Murphy's,Alcohol,-42.95,YES,Tequila
2020-06-19,Click Energy,Utilities,-141.07,YES,gas
2020-06-19,Guzman y Gomez,Daily Expenses,-12.9,NO,Burrito
2020-06-19,Coles,Daily Expenses,-9.81,NO,cheese and coke
2020-06-21,Others,Pleasure,-28.4,YES,Breakfast
2020-06-21,Gasoline,Transport,-63.15,YES,Gasoline
2020-06-21,Others,Gift,-55.95,YES,Lunch and abuelito cake
2020-06-21,Coles,Daily Expenses,-86.16,NO,Weekly food
2020-06-21,Others,Daily Expenses,-12.74,NO,Weekly food
2020-06-25,CBA,Loan,-1009.0,YES,Loan
2020-06-25,Click Energy,Utilities,-94.68,YES,Electricity
2020-06-25,McDonalds,Daily Expenses,-6.25,NO,Lunch
2020-06-25,Coles,Daily Expenses,-21.45,NO,Food
2020-06-25,Netflix,Utilities,-14.0,YES,Netflix
2020-06-25,McDonalds,Daily Expenses,-7.1,NO,Fries and coke
2020-06-25,Bunnings,Home,-6.5,YES,Fix lamp
2020-06-25,Guzman y Gomez,Daily Expenses,-14.9,NO,Food
2020-06-27,McDonalds,Daily Expenses,-6.25,NO,Fries
2020-06-27,Others,Daily Expenses,-13.0,NO,Pizza
2020-06-28,Others,Daily Expenses,-35.2,YES,Breakfast
2020-06-28,Coles,Daily Expenses,-65.11,NO,Weekly food
2020-06-28,Dan Murphy's,Alcohol,-9.0,YES,Beer
2020-06-28,Others,Daily Expenses,-11.0,NO,Coffee
2020-06-28,Others,Daily Expenses,-10.35,NO,Fruits
2020-06-28,Others,Daily Expenses,-8.4,NO,ice cream
2020-06-28,Kmart,Clothing,-72.0,YES,Tata clothes and toys
2020-06-29,Coles,Daily Expenses,-10.44,NO,Weekly food
2020-06-29,Kia,Transport,-252.0,YES,Service 1 year
2020-07-02,Mate,Utilities,-89.0,YES,Internet
2020-07-02,Coles,Daily Expenses,-29.31,NO,Weekly expenses
2020-07-02,McDonalds,Daily Expenses,-5.9,NO,Fries
2020-07-02,7 Eleven,Transport,-57.88,YES,Gasoline
2020-07-02,Dan Murphy's,Alcohol,-11.4,NO,Beers
2020-07-02,Chemist,Health,-6.0,YES,Bandaids
2020-07-02,Others,Daily Expenses,-9.5,NO,Coffee
2020-07-05,Coles,Daily Expenses,-50.28,NO,Weekly expenses
2020-07-05,KFC,Daily Expenses,-17.9,NO,worst chicken ever
2020-07-05,Others,Daily Expenses,-3.5,NO,Coke and donut
2020-07-05,Others,Daily Expenses,-9.3,NO,milkshake
2020-07-05,Others,Daily Expenses,-17.9,NO,kebab
2020-07-05,Others,Daily Expenses,-7.27,NO,fruits
2020-07-12,Amazon,Gift,-71.43,YES,Tata's toys
2020-07-12,Others,Daily Expenses,-7.07,NO,Vegetables
2020-07-12,CBA,Loan,-1009.0,YES,Loan repayment
2020-07-12,Dan Murphy's,Alcohol,-49.4,YES,Whiskey
2020-07-12,Others,Daily Expenses,-17.5,NO,Coffee
2020-07-12,Amazon,Gift,-23.13,YES,Stars
2020-07-12,McDonalds,Daily Expenses,-6.25,NO,Lunch
2020-07-12,Dan Murphy's,Alcohol,-11.4,NO,beer
2020-07-12,Coles,Daily Expenses,-85.51,NO,Panic buy
2020-07-12,Others,Daily Expenses,-12.2,NO,Coffee
2020-07-12,Amazon,Gift,-5.0,YES,Glass fix
2020-07-14,GU Health,Health,-313.95,YES,Insurance
2020-07-14,CBA,Investment,-1010.0,YES,Qantas8
2020-07-14,F45,Health,-55.0,YES,Gym
2020-07-14,,Salary,5988.31,,Salary mama
2020-07-14,,Salary,9089.91,,Salary coles
2020-07-16,Coles,Daily Expenses,-3.41,NO,Food
2020-07-16,Others,Gift,-1230.97,YES,papas lavadora
2020-07-16,ALDI,Daily Expenses,-58.25,NO,food
2020-07-16,Dan Murphy's,Alcohol,-11.4,YES,Beer
2020-07-16,Others,House,-594.0,YES,Termites treatment - anticimex
2020-07-16,Coles,Daily Expenses,-82.33,NO,Food
2020-07-16,Optus,Utilities,-25.0,YES,mobile mama
2020-07-19,Optus,Utilities,-40.0,YES,mobile
2020-07-19,McDonalds,Daily Expenses,-6.25,NO,food
2020-07-19,Others,Education,-542.52,YES,mauricio
2020-07-19,Others,Daily Expenses,-16.5,NO,Coffee
2020-07-19,Coles,Daily Expenses,-9.4,NO,food
2020-07-19,McDonalds,Daily Expenses,-9.9,NO,Fries after test
2020-07-19,,Salary,10000.0,,sysnematic
2020-07-22,CBA,Loan,-1009.0,YES,Repayment
2020-07-22,Click Energy,Utilities,-98.65,YES,Electricity
2020-07-22,Click Energy,Utilities,-50.0,YES,Electricity
2020-07-22,KoolKidz,Education,-249.62,YES,Childcare
2020-07-23,City West Water,Utilities,-430.71,YES,Water
2020-07-23,Netflix,Utilities,-14.0,YES,Netflix
2020-07-26,Amazon,Gift,-7.97,YES,Toy tata
2020-07-26,Others,Daily Expenses,-15.0,NO,Coffee
2020-07-26,Others,Daily Expenses,-19.95,NO,Pizza coke
2020-07-26,Coles,Daily Expenses,-63.96,NO,Food
2020-07-26,Dan Murphy's,Alcohol,-11.4,NO,Beer liquorland
2020-07-26,Others,Education,-84.5,YES,lead4pass exam
2020-07-26,Amazon,Gift,-47.99,YES,Tata toy
2020-08-02,Others,Daily Expenses,-17.5,NO,Coffee
2020-08-02,Others,Daily Expenses,-9.7,NO,Daily expenses
2020-08-02,Coles,Daily Expenses,-125.3,NO,Daily expenses
2020-08-02,Mate,Utilities,-89.0,YES,Internet
2020-08-02,KoolKidz,Education,-249.56,YES,Back to school
2020-08-02,Dan Murphy's,Alcohol,-50.35,YES,Whiskey
2020-08-02,Coles,Daily Expenses,-18.81,NO,"Carrots, doritos and food"
2020-08-02,Gasoline,Transport,-71.77,YES,Gasoline
2020-08-02,McDonalds,Daily Expenses,-6.25,NO,Coke and chips
2020-08-02,CBA,Investment,-1010.0,YES,Qantas 9
2020-08-02,Coles,Daily Expenses,-14.72,NO,"Coke, yogurt and honey"
2020-08-02,Others,Daily Expenses,-12.95,NO,Coffees
2020-08-09,Others,Daily Expenses,-12.95,NO,Pizza
2020-08-09,Others,Daily Expenses,-10.95,NO,Cake
2020-08-09,Coles,Daily Expenses,-36.8,NO,Food
2020-08-09,KoolKidz,Education,-142.85,YES,Childcare
2020-08-09,Amazon,Education,-108.81,YES,Books
2020-08-09,Others,Daily Expenses,-18.5,NO,Coffee
2020-08-09,Coles,Daily Expenses,-54.08,NO,Food
2020-08-09,Others,Daily Expenses,-7.99,NO,Food
2020-08-09,Dan Murphy's,Alcohol,-47.68,YES,Red label
2020-08-09,Others,Daily Expenses,-15.0,NO,Coffee
2020-08-09,McDonalds,Daily Expenses,-7.6,NO,Fries
2020-08-09,ALDI,Daily Expenses,-96.91,NO,Weekly food
2020-08-09,Dan Murphy's,Alcohol,-22.49,YES,Alcohol
2020-08-10,KoolKidz,Education,-124.82,YES,Child carew week 2
2020-08-11,Others,Daily Expenses,-7.89,NO,Ubereats food
2020-08-12,Others,Daily Expenses,-13.0,NO,Coffee
2020-08-12,Optus,Utilities,-40.0,YES,Mobile papa
2020-08-12,Click Energy,Utilities,-266.78,YES,Super gas
2020-08-12,Amazon,Health,-59.0,YES,Shaver
2020-08-12,Apple,Baby,-7.0,YES,App to play
2020-08-12,GU Health,Health,-313.95,YES,Private insurance
2020-08-12,McDonalds,Daily Expenses,-7.6,NO,Papitas
2020-08-12,Coles,Daily Expenses,-16.46,NO,"Coke, milk and cheese"
2020-08-12,Others,Daily Expenses,-19.0,YES,Coffee
2020-08-15,,Salary,5988.31,,Salary mama
2020-08-15,,Salary,9089.91,,Salary papa
2020-08-16,Dan Murphy's,Alcohol,-12.79,NO,Beer
2020-08-16,Bunnings,Home,-38.48,YES,Ax
2020-08-16,Others,Daily Expenses,-8.5,NO,Food
2020-08-16,Others,Daily Expenses,-6.2,NO,Coffee
2020-08-16,Others,Gift,-99.9,YES,Table for tata
2020-08-16,Others,Daily Expenses,-14.25,NO,Food
2020-08-16,Others,Gift,-42.17,YES,flowers mama
2020-08-16,Coles,Daily Expenses,-7.16,NO,Food
2020-08-16,Others,Daily Expenses,-1.01,NO,Food
2020-08-17,Others,Daily Expenses,-8.7,NO,Coffee
2020-08-17,Others,Gift,-19.95,YES,Cheesecake
2020-08-17,Amazon,Home,-35.89,YES,Amazon ax and paints
2020-08-21,Click Energy,Utilities,-100.4,YES,Electricity
2020-08-21,Liquorland,Alcohol,-47.68,YES,Grants
2020-08-21,Domino's Pizza,Daily Expenses,-5.0,NO,pizza
2020-08-21,CBA,Loan,-1009.0,YES,House
2020-08-21,Optus,Utilities,-25.0,YES,Mobile mama
2020-08-21,Amazon,Baby,-9.99,YES,Paints
2020-08-21,eBay,Education,-6.99,YES,violin mutter
2020-08-21,Amazon,Home,-25.9,YES,Axe hatched
2020-08-21,McDonalds,Daily Expenses,-11.25,NO,Lunch
2020-08-21,Others,Daily Expenses,-5.0,NO,Food
2020-08-21,Coles,Daily Expenses,-6.74,NO,milk and yogurt
2020-08-21,CBA,Loan,-1009.0,YES,land
2020-08-23,Others,Daily Expenses,-18.5,NO,Coffee
2020-08-23,uber,Gift,-30.89,YES,Tiffany food
2020-08-23,Others,Daily Expenses,-5.75,NO,Fruits
2020-08-23,Coles,Daily Expenses,-96.45,NO,Weekly food
2020-08-23,Amazon,Home,-13.0,YES,Dust filters
2020-08-23,Coles,Daily Expenses,-15.84,NO,Some food
2020-08-23,Others,Daily Expenses,-15.0,NO,Coffee
2020-08-23,Netflix,Utilities,-14.0,YES,Netflix
2020-08-26,Coles,Daily Expenses,-4.27,NO,food
2020-08-30,Others,Daily Expenses,-20.0,NO,Coffee
2020-08-30,Others,Daily Expenses,-6.65,NO,vegetables
2020-08-30,Liquorland,Alcohol,-22.48,YES,Alcohol
2020-08-30,Coles,Daily Expenses,-109.12,NO,Food
2020-08-30,Others,Daily Expenses,-18.5,NO,Coffee
2020-08-30,Others,Daily Expenses,-2.0,NO,donut
2020-08-30,Coles,Daily Expenses,-11.2,NO,bbq
2020-08-30,Liquorland,Alcohol,-10.79,YES,beer
2020-08-30,Others,Daily Expenses,-10.5,NO,Coffee
2020-08-30,Others,Health,-220.0,YES,Dentist
2020-08-30,McDonalds,Daily Expenses,-7.1,NO,food
2020-08-31,Coles,Daily Expenses,-2.7,NO,Straws
2020-08-31,Others,Daily Expenses,-14.5,NO,Coffee
2020-09-03,Mate,Utilities,-89.0,YES,Internet
2020-09-03,Amazon,Gift,-74.94,YES,push bike and batteries
2020-09-03,McDonalds,Daily Expenses,-6.25,NO,fRIES AND COKE
2020-09-03,Others,Daily Expenses,-18.7,NO,Coffee
2020-09-03,Coles,Daily Expenses,-18.53,NO,Food
2020-09-03,,GU Health,198.0,,Dentist
2020-09-03,Others,Home,-12.95,YES,SD
2020-09-04,Dan Murphy's,Daily Expenses,-6.7,NO,Coffee
2020-09-04,Liquorland,Alcohol,-62.0,YES,Whiskey
2020-09-05,Others,Daily Expenses,-17.5,NO,Coffee
2020-09-05,Others,Pleasure,-34.0,YES,Papa's day
2020-09-06,Coles,Daily Expenses,-110.97,NO,Food
2020-09-06,Others,Daily Expenses,-1.5,NO,Ice cream
2020-09-06,Liquorland,Alcohol,-46.78,YES,Papa's day
2020-09-06,Others,Daily Expenses,-10.69,NO,food
2020-09-06,Guzman y Gomez,Daily Expenses,-15.9,YES,Burritos x2
2020-09-08,Others,Education,-68.75,YES,Exam 400
2020-09-08,Others,Home,-93.87,YES,Fake fence
2020-09-08,Others,Daily Expenses,-5.83,NO,Food
2020-09-08,Others,Health,-300.0,YES,Test consult
2020-09-08,,Medicare,76.15,,For consult
2020-09-12,Colmedica,Health,-185.17,YES,Colmedica padres
2020-09-12,Coles,Daily Expenses,-115.15,NO,Week food
2020-09-12,Guzman y Gomez,Daily Expenses,-19.8,NO,Food
2020-09-12,Others,Daily Expenses,-17.5,NO,Coffee
2020-09-12,Others,Home,-3.14,YES,Curtain
2020-09-12,Others,Daily Expenses,-6.7,NO,Coffee
2020-09-12,Domino's Pizza,Daily Expenses,-10.0,NO,Pizza
2020-09-12,CBA,Loan,-1009.0,YES,Loan
2020-09-12,,Salary,9089.91,,Salary Coles
2020-09-12,Others,Daily Expenses,-5.7,NO,Coffee
2020-09-13,Others,Daily Expenses,-9.5,NO,Coffee
2020-09-13,Others,Daily Expenses,-9.95,NO,Cake anniversary 
2020-09-14,Others,Daily Expenses,-6.75,NO,Food
2020-09-14,Others,Daily Expenses,-5.04,NO,Fruit
2020-09-14,Little Growling,Daily Expenses,-17.5,NO,Coffees
2020-09-20,Little Growling,Daily Expenses,-12.5,NO,Coffee
2020-09-20,Click Energy,Utilities,-50.0,YES,Electricity
2020-09-20,Optus,Utilities,-25.0,YES,Mobile mama
2020-09-20,GU Health,Health,-313.95,YES,Insurance
2020-09-20,McDonalds,Daily Expenses,-3.8,NO,Food
2020-09-20,Colmedica,Daily Expenses,-56.7,NO,Food
2020-09-20,Liquorland,Alcohol,-20.0,YES,Beer
2020-09-20,Others,Daily Expenses,-8.4,NO,Ice cream
2020-09-20,ALDI,Daily Expenses,-61.75,NO,Food
2020-09-20,Guzman y Gomez,Daily Expenses,-9.9,NO,Food
2020-09-20,Coles,Daily Expenses,-4.31,NO,Food
2020-09-20,Little Growling,Daily Expenses,-13.5,NO,Coffee
2020-09-20,Optus,Utilities,-40.0,YES,Phone papa
2020-09-20,Gasoline,Transport,-66.06,YES,First 7 eleven
2020-09-20,Little Growling,Daily Expenses,-20.0,NO,Coffee
2020-09-20,Coles,Daily Expenses,-4.11,NO,Food
2020-09-20,,Salary,5988.31,,Avanade 
2020-09-20,Little Growling,Daily Expenses,-5.7,NO,Coffee
2020-09-27,CBA,Loan,-1009.0,YES,Repayment
2020-09-27,Click Energy,Utilities,-85.21,YES,Electricity
2020-09-27,Coles,Daily Expenses,-147.91,NO,Weekly food
2020-09-27,Coles,Daily Expenses,-2.7,NO,Food
2020-09-27,Little Growling,Daily Expenses,-36.5,NO,Breakfast with beer
2020-09-27,Others,Daily Expenses,-14.0,NO,Crust Pizza
2020-09-27,Liquorland,Alcohol,-56.67,YES,Whiskey and beer
2020-09-27,Little Growling,Daily Expenses,-8.7,NO,Coffee
2020-09-27,Coles,Daily Expenses,-0.75,NO,Some food
2020-09-27,Guzman y Gomez,Daily Expenses,-7.95,NO,Burrito
2020-09-27,Netflix,Utilities,-14.0,YES,Netflix
2020-09-27,Coles,Daily Expenses,-16.24,NO,Food
2020-09-27,Coles,Daily Expenses,-16.01,NO,Food
2020-09-27,Coles,Daily Expenses,-12.24,NO,Food
2020-09-28,Little Growling,Daily Expenses,-10.0,NO,Coffee
2020-09-30,Little Growling,Daily Expenses,-15.0,NO,Coffee
2020-10-01,Coles,Daily Expenses,-6.66,NO,Fruits
2020-10-01,Liquorland,Alcohol,-57.57,YES,Beers and scotch
2020-10-01,Little Growling,Daily Expenses,-12.0,NO,coffee
2020-10-02,Mate,Utilities,-89.0,YES,Internet
2020-10-02,Little Growling,Daily Expenses,-4.2,NO,Coffee and muffin
2020-10-02,Others,Daily Expenses,-17.9,NO,Pizza
2020-10-04,Little Growling,Daily Expenses,-19.0,NO,breakfast of champions
2020-10-04,McDonalds,Daily Expenses,-6.5,NO,fries
2020-10-04,Others,Daily Expenses,-13.3,NO,Ice cream
2020-10-04,Little Growling,Daily Expenses,-16.7,NO,Breakfast
2020-10-04,eBay,Home,-35.09,YES,Security stick
2020-10-04,Coles,Daily Expenses,-12.15,NO,Food
2020-10-05,Liquorland,Alcohol,-10.79,YES,Beer
2020-10-05,KoolKidz,Education,-249.68,YES,Childcare again 
2020-10-05,Chemist,Health,-62.98,YES,Vitamins
2020-10-05,CBA,Loan,-1009.0,YES,Loan repayment
2020-10-05,Coles,Daily Expenses,-120.67,NO,Week food
2020-10-11,Liquorland,Alcohol,-10.79,YES,Beer
2020-10-11,Little Growling,Daily Expenses,-14.0,NO,Coffees
2020-10-11,Little Growling,Pleasure,-26.5,YES,Breakfast
2020-10-11,Little Growling,Daily Expenses,-11.0,NO,Whiskey
2020-10-11,Little Growling,Daily Expenses,-12.0,NO,Coffee
2020-10-11,Others,Pleasure,-38.9,YES,Cheesecake cake
2020-10-11,Others,Daily Expenses,-6.29,NO,Vegetables
2020-10-11,Coles,Daily Expenses,-83.68,NO,Food
2020-10-11,Coles,Daily Expenses,-8.44,NO,Food
2020-10-11,Others,Daily Expenses,-6.4,NO,Donut
2020-10-11,Guzman y Gomez,Daily Expenses,-21.7,NO,Bday
2020-10-11,Little Growling,Daily Expenses,-26.5,NO,Breakfast with beer
2020-10-11,Spotify,Utilities,-12.0,YES,Spotify again
2020-10-11,Coles,Daily Expenses,-6.75,NO,Food
2020-10-11,Liquorland,Alcohol,-47.68,YES,Whiskey
2020-10-11,Little Growling,Daily Expenses,-5.7,NO,coffee
2020-10-11,McDonalds,Daily Expenses,-4.8,NO,Fries
2020-10-11,Little Growling,Daily Expenses,-5.7,NO,Coffee
2020-10-11,WyndHam City,Council Rates,-469.3,YES,Council rates
2020-10-11,Coles,Daily Expenses,-27.62,NO,Food
2020-10-13,Gasoline,Transport,-59.0,YES,Gasoline
2020-10-13,Amazon,Baby,-40.49,YES,Camaroncito
2020-10-13,Others,Gift,-250.0,YES,Mauricio hotel
2020-10-13,KoolKidz,Education,-249.62,YES,Childcare
2020-10-13,Little Growling,Daily Expenses,-12.0,NO,Coffee and cruisant
2020-10-14,,Salary,9089.91,,Coles
2020-10-14,,Salary,6287.31,,Avanade
2020-10-14,Coles,Baby,-11.63,YES,Nappies
2020-10-15,Amazon,Home,-40.65,YES,"Charger, home mounter "
2020-10-18,Others,Daily Expenses,-6.4,NO,Donut ice cream
2020-10-18,Others,Daily Expenses,-13.14,NO,Fruits
2020-10-18,Others,Pleasure,-20.95,YES,Cake papa
2020-10-18,Click Energy,Utilities,-193.2,YES,Gas
2020-10-18,Little Growling,Daily Expenses,-10.0,NO,Coffee
2020-10-18,Coles,Daily Expenses,-10.77,NO,food
2020-10-18,Coles,Daily Expenses,-103.73,NO,Comida
2020-10-18,Little Growling,Daily Expenses,-11.0,NO,Coffee
2020-10-18,Little Growling,Daily Expenses,-5.7,NO,coffee
2020-10-18,Little Growling,Daily Expenses,-5.7,NO,Coffeeq
2020-10-18,McDonalds,Daily Expenses,-6.5,NO,Coke and fries
2020-10-18,Liquorland,Alcohol,-69.26,YES,Whiskey
2020-10-22,Chemist,Daily Expenses,-2.0,NO,tooth brush
2020-10-22,Little Growling,Daily Expenses,-6.7,NO,hot chocolate
2020-10-22,Little Growling,Daily Expenses,-4.7,NO,Croissant
2020-10-22,,Medicare,134.3,,sleep study
2020-10-22,CBA,Loan,-1009.0,YES,loan repayment
2020-10-22,Coles,Daily Expenses,-13.05,NO,Food
2020-10-22,Click Energy,Utilities,-53.34,YES,gas
2020-10-22,KoolKidz,Education,-249.62,YES,childcare
2020-10-22,Others,Gift,-500.0,YES,mauricio 
2020-10-22,Others,Daily Expenses,-12.9,NO,pizza
2020-10-22,Coles,Daily Expenses,-15.75,NO,Food
2020-10-22,Guzman y Gomez,Daily Expenses,-19.8,NO,Burritos
2020-10-22,Others,Health,-225.0,YES,sleep and lung sleep study
2020-10-22,Little Growling,Daily Expenses,-9.2,NO,Hot chocolate and chai
2020-10-22,Others,Pleasure,-40.0,YES,Barber and hair
2020-10-22,Optus,Utilities,-40.0,YES,Moble
2020-10-22,Optus,Utilities,-25.0,YES,Mobile mama
2020-10-24,City West Water,Utilities,-365.76,YES,Water
2020-10-24,Netflix,Utilities,-14.0,YES,Netflix
2020-10-24,Little Growling,Daily Expenses,-12.0,NO,Food
2020-10-24,Coles,Daily Expenses,-127.1,NO,Food
2020-10-24,Liquorland,Alcohol,-62.97,YES,Stupid whiskey
2020-10-24,McDonalds,Daily Expenses,-5.35,NO,milk shake
2020-10-24,Others,Pleasure,-35.9,NO,ribs
2020-10-24,Little Growling,Daily Expenses,-19.5,NO,breakfast
2020-10-24,Woolworths,Daily Expenses,-14.19,NO,Food
2020-10-27,Coles,Daily Expenses,-10.57,NO,Food
2020-10-27,KoolKidz,Daily Expenses,-311.95,YES,Childcare
2020-10-27,Others,Daily Expenses,-3.01,NO,Fruits
2020-10-29,Domino's Pizza,Daily Expenses,-5.0,NO,Pizza
2020-10-29,Little Growling,Daily Expenses,-10.0,NO,Coffee
2020-10-29,Guzman y Gomez,Daily Expenses,-13.5,NO,Nachos
2020-10-29,Coles,Daily Expenses,-27.47,NO,Gatorade and chips
2020-10-29,Liquorland,Alcohol,-10.79,YES,Beer
2020-10-29,Gasoline,Transport,-76.95,YES,Gasoline
2020-10-30,Others,Health,-35.0,YES,Hair cut
2020-10-30,Liquorland,Alcohol,-50.0,YES,Rusky
2020-10-30,Little Growling,Daily Expenses,-9.2,NO,Chocolate and chai
2020-10-30,Others,Pleasure,-31.8,YES,Pasta and chicken
2020-10-31,Spotlight,Home,-135.0,YES,Sheets and more stuff
2020-10-31,Coles,Daily Expenses,-100.29,NO,Food
2020-10-31,Others,Pleasure,-33.5,NO,Breakfast
2020-11-01,Mate,Utilities,-89.0,YES,Internet
2020-11-01,Others,Daily Expenses,-3.0,NO,donuts
2020-11-01,Others,Daily Expenses,-8.26,NO,apples
2020-11-04,Little Growling,Daily Expenses,-12.4,NO,coffees and croisant
2020-11-04,Woolworths,Daily Expenses,-6.45,NO,Food
2020-11-04,Coles,Daily Expenses,-10.8,NO,Food
2020-11-04,KoolKidz,Education,-249.7,YES,Childcare
2020-11-04,Others,Health,-256.0,YES,Sleep study
2020-11-04,Others,Pleasure,-24.15,YES,fatstacks
2020-11-04,Others,Pleasure,-20.0,YES,pizzas
2020-11-04,Others,Daily Expenses,-8.26,NO,Fruits
2020-11-04,Others,Gift,-30.0,YES,Flowers
2020-11-04,Others,Pleasure,-12.5,YES,Mansion food
2020-11-04,Bunnings,Gift,-32.13,YES,Table for tata
2020-11-04,Amazon,Gift,-25.0,YES,Sorpresa
2020-11-04,Myer,Clothing,-68.0,YES,Clothes tata
2020-11-04,Others,Daily Expenses,-5.3,NO,Coffee
2020-11-04,Coles,Daily Expenses,-16.65,NO,garbage food
2020-11-04,Others,Daily Expenses,-8.3,NO,Food
2020-11-08,Others,Gift,-8.0,YES,Gift Tiffany
2020-11-08,Liquorland,Alcohol,-7.2,YES,Beer
2020-11-08,Gasoline,Transport,-67.62,YES,gasoline
2020-11-08,Target,Gift,-2.85,YES,Bublbles
2020-11-08,Others,Health,-10.09,YES,Nail thing
2020-11-08,AirBnb,Pleasure,-380.0,YES,Lakes tyrrell trip
2020-11-08,AirBnb,Pleasure,-2558.98,YES,Christmas trip mon 09 
2020-11-08,Coles,Daily Expenses,-18.27,NO,Food
2020-11-08,Coles,Daily Expenses,-127.75,NO,food
2020-11-08,Others,Pleasure,-21.0,YES,Breakfast beach
2020-11-08,Others,Daily Expenses,-9.6,NO,Coffee
2020-11-08,Liquorland,Alcohol,-50.0,YES,Vodka
2020-11-08,Kmart,Home,-8.55,YES,watch tata
2020-11-08,Grilld,Pleasure,-52.1,YES,Offer MS
2020-11-08,Little Growling,Daily Expenses,-11.0,NO,Coffee
2020-11-08,Little Growling,Daily Expenses,-6.7,NO,Coffee
2020-11-08,Others,Transport,-6.24,YES,Parking beach
2020-11-09,Colmedica,Health,-182.53,YES,padres
2020-11-09,CBA,Loan,-1009.0,YES,repayment
2020-11-09,Target,Baby,-7.6,YES,Book
2020-11-09,Coles,Daily Expenses,-20.82,NO,Food
2020-11-11,KoolKidz,Education,-249.62,YES,Childcare
2020-11-11,Coles,Daily Expenses,-15.39,NO,Food
2020-11-11,Little Growling,Daily Expenses,-11.0,NO,Chocolate and croisant
2020-11-11,Little Growling,Daily Expenses,-12.0,NO,Chocolate crissant and babychino
2020-11-11,Coles,Daily Expenses,-15.39,NO,sushi night
2020-11-15,Gasoline,Transport,-51.74,YES,Gasoline
2020-11-15,GU Health,Health,-349.75,YES,GU health
2020-11-15,Little Growling,Daily Expenses,-11.0,NO,coffee
2020-11-15,Others,Pleasure,-365.93,YES,Lake sea - tyrrell 
2020-11-15,Gasoline,Transport,-59.52,YES,Gasoline sea lake
2020-11-15,Others,Daily Expenses,-4.7,NO,Coffee
2020-11-15,Others,Daily Expenses,-20.72,NO,Fruits
2020-11-15,Others,Daily Expenses,-3.5,NO,Coffee
2020-11-16,Little Growling,Daily Expenses,-12.0,NO,Coffee
